Variable,Estimate,Std. Error,t value,Pr(>|t|)
RRUI,-0.01626097702408711,0.00892256574924001,-1.8224552758798283,0.1424701865634097
precip_mm,6.15480511241543e-4,2.834612154402378e-4,2.1713041422109645,0.09567039603421604
temp_c,-0.05574150565845818,0.010045987352019576,-5.548633867954481,0.005161378471322138
