Variable,beta,SE,tstat,df_Satt,p_Satt
RRUI,-0.017157729227265283,0.012389546121359346,-1.3848553497602045,2.4438519148242728,0.27896550031645834
precip_mm,6.23820651082472e-4,2.650165326541344e-4,2.3538933395396984,3.4297098524745593,0.0890340124124235
temp_c,-0.0557642436252803,0.010322454913222758,-5.402226901843665,2.678597832572328,0.016551348687620517
Livestock_units,-6.804697382166036e-5,3.387197132244028e-4,-0.20089463696663867,2.5655536058370565,0.8556249280949166
